яндекс;https://yandex.by;wikipedia repeats 0 times.;Elon repeats 0 times.;car repeats 0 times.
яндекс;https://yandex.by;wikipedia repeats 0 times.;Elon repeats 0 times.;car repeats 0 times.
Polymorphism (computer science) - Wikipedia;https://en.wikipedia.org/wiki/Polymorphism_(computer_science);wikipedia repeats 10 times.;Elon repeats 0 times.;car repeats 0 times.
Programming language - Wikipedia;https://en.wikipedia.org/wiki/Programming_language;wikipedia repeats 44 times.;Elon repeats 0 times.;car repeats 0 times.
Formal language - Wikipedia;https://en.wikipedia.org/wiki/Formal_language;wikipedia repeats 30 times.;Elon repeats 0 times.;car repeats 0 times.
Logic - Wikipedia;https://en.wikipedia.org/wiki/Logic;wikipedia repeats 63 times.;Elon repeats 0 times.;car repeats 0 times.
Logic - Wikipedia;https://en.wikipedia.org/wiki/Logic#cite_note-1;wikipedia repeats 63 times.;Elon repeats 0 times.;car repeats 0 times.
Truth - Wikipedia;https://en.wikipedia.org/wiki/Truth;wikipedia repeats 42 times.;Elon repeats 0 times.;car repeats 0 times.
Fact - Wikipedia;https://en.wikipedia.org/wiki/Fact;wikipedia repeats 18 times.;Elon repeats 0 times.;car repeats 0 times.
Fact - Wikipedia;https://en.wikipedia.org/wiki/Fact#cite_note-1;wikipedia repeats 18 times.;Elon repeats 0 times.;car repeats 0 times.
Experience - Wikipedia;https://en.wikipedia.org/wiki/Experience;wikipedia repeats 51 times.;Elon repeats 0 times.;car repeats 0 times.
Consciousness - Wikipedia;https://en.wikipedia.org/wiki/Consciousness;wikipedia repeats 34 times.;Elon repeats 0 times.;car repeats 0 times.
Sentience - Wikipedia;https://en.wikipedia.org/wiki/Sentience;wikipedia repeats 27 times.;Elon repeats 0 times.;car repeats 0 times.
Emotion - Wikipedia;https://en.wikipedia.org/wiki/Emotion;wikipedia repeats 40 times.;Elon repeats 0 times.;car repeats 0 times.
Mental state - Wikipedia;https://en.wikipedia.org/wiki/Mental_state;wikipedia repeats 10 times.;Elon repeats 0 times.;car repeats 0 times.
Mind - Wikipedia;https://en.wikipedia.org/wiki/Mind;wikipedia repeats 44 times.;Elon repeats 0 times.;car repeats 0 times.
Mind - Wikipedia;https://en.wikipedia.org/wiki/Mind#cite_note-BritannicaMind-2;wikipedia repeats 44 times.;Elon repeats 0 times.;car repeats 0 times.
Mind - Wikipedia;https://en.wikipedia.org/wiki/Mind#cite_note-3;wikipedia repeats 44 times.;Elon repeats 0 times.;car repeats 0 times.
Mind - Wikipedia;https://en.wikipedia.org/wiki/Mind#cite_note-4;wikipedia repeats 44 times.;Elon repeats 0 times.;car repeats 0 times.
Will (philosophy) - Wikipedia;https://en.wikipedia.org/wiki/Will_(philosophy);wikipedia repeats 30 times.;Elon repeats 0 times.;car repeats 0 times.
Philosophy - Wikipedia;https://en.wikipedia.org/wiki/Philosophy;wikipedia repeats 68 times.;Elon repeats 0 times.;car repeats 0 times.
Greek language - Wikipedia;https://en.wikipedia.org/wiki/Greek_language;wikipedia repeats 30 times.;Elon repeats 0 times.;car repeats 0 times.
Modern Greek - Wikipedia;https://en.wikipedia.org/wiki/Modern_Greek;wikipedia repeats 22 times.;Elon repeats 0 times.;car repeats 0 times.
Help:IPA/Greek - Wikipedia;https://en.wikipedia.org/wiki/Help:IPA/Greek;wikipedia repeats 42 times.;Elon repeats 0 times.;car repeats 4 times.
International Phonetic Alphabet - Wikipedia;https://en.wikipedia.org/wiki/International_Phonetic_Alphabet;wikipedia repeats 32 times.;Elon repeats 0 times.;car repeats 0 times.
Alphabet - Wikipedia;https://en.wikipedia.org/wiki/Alphabet;wikipedia repeats 42 times.;Elon repeats 0 times.;car repeats 0 times.
Symbol - Wikipedia;https://en.wikipedia.org/wiki/Symbols;wikipedia repeats 26 times.;Elon repeats 0 times.;car repeats 0 times.
Word - Wikipedia;https://en.wikipedia.org/wiki/Word;wikipedia repeats 22 times.;Elon repeats 0 times.;car repeats 0 times.
Linguistics - Wikipedia;https://en.wikipedia.org/wiki/Linguistics;wikipedia repeats 50 times.;Elon repeats 0 times.;car repeats 0 times.
Science - Wikipedia;https://en.wikipedia.org/wiki/Science;wikipedia repeats 47 times.;Elon repeats 0 times.;car repeats 0 times.
Latin - Wikipedia;https://en.wikipedia.org/wiki/Latin_language;wikipedia repeats 54 times.;Elon repeats 0 times.;car repeats 0 times.
Help:IPA/Latin - Wikipedia;https://en.wikipedia.org/wiki/Help:IPA/Latin;wikipedia repeats 42 times.;Elon repeats 0 times.;car repeats 4 times.
Classical Latin - Wikipedia;https://en.wikipedia.org/wiki/Classical_Latin;wikipedia repeats 14 times.;Elon repeats 0 times.;car repeats 0 times.
Latin - Wikipedia;https://en.wikipedia.org/wiki/Latin;wikipedia repeats 54 times.;Elon repeats 0 times.;car repeats 0 times.
Classical language - Wikipedia;https://en.wikipedia.org/wiki/Classical_language;wikipedia repeats 14 times.;Elon repeats 0 times.;car repeats 0 times.
Language - Wikipedia;https://en.wikipedia.org/wiki/Language;wikipedia repeats 48 times.;Elon repeats 0 times.;car repeats 0 times.
Communication - Wikipedia;https://en.wikipedia.org/wiki/Communication;wikipedia repeats 47 times.;Elon repeats 0 times.;car repeats 0 times.
Communication - Wikipedia;https://en.wikipedia.org/wiki/Communication#cite_note-1;wikipedia repeats 47 times.;Elon repeats 0 times.;car repeats 0 times.
Communication - Wikipedia;https://en.wikipedia.org/wiki/Communication#cite_note-2;wikipedia repeats 47 times.;Elon repeats 0 times.;car repeats 0 times.
Communication - Wikipedia;https://en.wikipedia.org/wiki/Communication#cite_note-3;wikipedia repeats 47 times.;Elon repeats 0 times.;car repeats 0 times.
Communication - Wikipedia;https://en.wikipedia.org/wiki/Communication#cite_note-4;wikipedia repeats 47 times.;Elon repeats 0 times.;car repeats 0 times.
Communication - Wikipedia;https://en.wikipedia.org/wiki/Communication#cite_note-5;wikipedia repeats 47 times.;Elon repeats 0 times.;car repeats 0 times.
Communication - Wikipedia;https://en.wikipedia.org/wiki/Communication#cite_note-6;wikipedia repeats 47 times.;Elon repeats 0 times.;car repeats 0 times.
Communication - Wikipedia;https://en.wikipedia.org/wiki/Communication#cite_note-7;wikipedia repeats 47 times.;Elon repeats 0 times.;car repeats 0 times.
Communication - Wikipedia;https://en.wikipedia.org/wiki/Communication#cite_note-8;wikipedia repeats 47 times.;Elon repeats 0 times.;car repeats 0 times.
Academic discipline - Wikipedia;https://en.wikipedia.org/wiki/Academic_discipline;wikipedia repeats 26 times.;Elon repeats 0 times.;car repeats 0 times.
Knowledge - Wikipedia;https://en.wikipedia.org/wiki/Knowledge;wikipedia repeats 32 times.;Elon repeats 0 times.;car repeats 0 times.
Descriptive knowledge - Wikipedia;https://en.wikipedia.org/wiki/Descriptive_knowledge;wikipedia repeats 15 times.;Elon repeats 0 times.;car repeats 0 times.
Epistemology - Wikipedia;https://en.wikipedia.org/wiki/Epistemology;wikipedia repeats 56 times.;Elon repeats 0 times.;car repeats 0 times.
Help:IPA/English - Wikipedia;https://en.wikipedia.org/wiki/Help:IPA/English;wikipedia repeats 100 times.;Elon repeats 0 times.;car repeats 0 times.
Help:IPA/English - Wikipedia;https://en.wikipedia.org/wiki/Help:IPA/English#See_also;wikipedia repeats 100 times.;Elon repeats 0 times.;car repeats 0 times.
Template:IPAc-en - Wikipedia;https://en.wikipedia.org/wiki/Template:IPAc-en;wikipedia repeats 14 times.;Elon repeats 0 times.;car repeats 0 times.
Wikipedia:Manual of Style/Lead section - Wikipedia;https://en.wikipedia.org/wiki/Wikipedia:LEAD;wikipedia repeats 242 times.;Elon repeats 0 times.;car repeats 0 times.
Help:Section - Wikipedia;https://en.wikipedia.org/wiki/Help:Section;wikipedia repeats 173 times.;Elon repeats 0 times.;car repeats 0 times.
Wikipedia:Manual of Style/Layout - Wikipedia;https://en.wikipedia.org/wiki/Wikipedia:Guide_to_layout;wikipedia repeats 291 times.;Elon repeats 0 times.;car repeats 0 times.
Markup language - Wikipedia;https://en.wikipedia.org/wiki/Markup_language;wikipedia repeats 44 times.;Elon repeats 0 times.;car repeats 0 times.
Annotation - Wikipedia;https://en.wikipedia.org/wiki/Annotation;wikipedia repeats 35 times.;Elon repeats 0 times.;car repeats 0 times.
Document - Wikipedia;https://en.wikipedia.org/wiki/Document;wikipedia repeats 30 times.;Elon repeats 0 times.;car repeats 0 times.
Document - Wikipedia;https://en.wikipedia.org/wiki/Document#cite_note-:0-1;wikipedia repeats 30 times.;Elon repeats 0 times.;car repeats 0 times.
Writing - Wikipedia;https://en.wikipedia.org/wiki/Writing;wikipedia repeats 38 times.;Elon repeats 0 times.;car repeats 0 times.
Computer language - Wikipedia;https://en.wikipedia.org/wiki/Computer_languages;wikipedia repeats 10 times.;Elon repeats 0 times.;car repeats 0 times.
Computer - Wikipedia;https://en.wikipedia.org/wiki/Computer;wikipedia repeats 42 times.;Elon repeats 0 times.;car repeats 0 times.
Machine - Wikipedia;https://en.wikipedia.org/wiki/Machine;wikipedia repeats 34 times.;Elon repeats 0 times.;car repeats 0 times.
Artificiality - Wikipedia;https://en.wikipedia.org/wiki/Human-made;wikipedia repeats 10 times.;Elon repeats 0 times.;car repeats 0 times.
Nature - Wikipedia;https://en.wikipedia.org/wiki/Nature;wikipedia repeats 44 times.;Elon repeats 0 times.;car repeats 0 times.
Universe - Wikipedia;https://en.wikipedia.org/wiki/Universe;wikipedia repeats 68 times.;Elon repeats 0 times.;car repeats 0 times.
Space - Wikipedia;https://en.wikipedia.org/wiki/Space;wikipedia repeats 28 times.;Elon repeats 0 times.;car repeats 0 times.
Three-dimensional space - Wikipedia;https://en.wikipedia.org/wiki/Three-dimensional_space;wikipedia repeats 17 times.;Elon repeats 0 times.;car repeats 0 times.
Parameter - Wikipedia;https://en.wikipedia.org/wiki/Parameter;wikipedia repeats 22 times.;Elon repeats 0 times.;car repeats 8 times.
Ancient Greek - Wikipedia;https://en.wikipedia.org/wiki/Ancient_Greek_language;wikipedia repeats 50 times.;Elon repeats 0 times.;car repeats 0 times.
Ancient Greece - Wikipedia;https://en.wikipedia.org/wiki/Ancient_Greece;wikipedia repeats 34 times.;Elon repeats 0 times.;car repeats 0 times.
Human history - Wikipedia;https://en.wikipedia.org/wiki/Human_history;wikipedia repeats 20 times.;Elon repeats 0 times.;car repeats 0 times.
Human - Wikipedia;https://en.wikipedia.org/wiki/Human;wikipedia repeats 48 times.;Elon repeats 0 times.;car repeats 0 times.
Species - Wikipedia;https://en.wikipedia.org/wiki/Species;wikipedia repeats 18 times.;Elon repeats 0 times.;car repeats 0 times.
Biology - Wikipedia;https://en.wikipedia.org/wiki/Biology;wikipedia repeats 66 times.;Elon repeats 0 times.;car repeats 0 times.
Life - Wikipedia;https://en.wikipedia.org/wiki/Life;wikipedia repeats 46 times.;Elon repeats 0 times.;car repeats 0 times.
Physical object - Wikipedia;https://en.wikipedia.org/wiki/Physical_entities;wikipedia repeats 22 times.;Elon repeats 0 times.;car repeats 8 times.
Classical mechanics - Wikipedia;https://en.wikipedia.org/wiki/Classical_mechanics;wikipedia repeats 26 times.;Elon repeats 0 times.;car repeats 24 times.
Classical mechanics - Wikipedia;https://en.wikipedia.org/wiki/Classical_mechanics#cite_note-3;wikipedia repeats 26 times.;Elon repeats 0 times.;car repeats 24 times.
Theoretical physics - Wikipedia;https://en.wikipedia.org/wiki/Physical_theory;wikipedia repeats 26 times.;Elon repeats 0 times.;car repeats 0 times.
Physics - Wikipedia;https://en.wikipedia.org/wiki/Physics;wikipedia repeats 54 times.;Elon repeats 0 times.;car repeats 0 times.
Romanization of Greek - Wikipedia;https://en.wikipedia.org/wiki/Romanization_of_Ancient_Greek;wikipedia repeats 19 times.;Elon repeats 0 times.;car repeats 0 times.
Transliteration - Wikipedia;https://en.wikipedia.org/wiki/Transliteration;wikipedia repeats 34 times.;Elon repeats 0 times.;car repeats 0 times.
Letter (alphabet) - Wikipedia;https://en.wikipedia.org/wiki/Letter_(alphabet);wikipedia repeats 18 times.;Elon repeats 0 times.;car repeats 0 times.
Symbol - Wikipedia;https://en.wikipedia.org/wiki/Symbol;wikipedia repeats 26 times.;Elon repeats 0 times.;car repeats 0 times.
Idea - Wikipedia;https://en.wikipedia.org/wiki/Idea;wikipedia repeats 38 times.;Elon repeats 0 times.;car repeats 0 times.
Abstraction - Wikipedia;https://en.wikipedia.org/wiki/Abstraction;wikipedia repeats 34 times.;Elon repeats 0 times.;car repeats 0 times.
Rule of inference - Wikipedia;https://en.wikipedia.org/wiki/Rule_of_inference;wikipedia repeats 10 times.;Elon repeats 0 times.;car repeats 0 times.
Philosophy of logic - Wikipedia;https://en.wikipedia.org/wiki/Philosophy_of_logic;wikipedia repeats 10 times.;Elon repeats 0 times.;car repeats 0 times.
Mathematical logic - Wikipedia;https://en.wikipedia.org/wiki/Formal_logic;wikipedia repeats 38 times.;Elon repeats 0 times.;car repeats 0 times.
Mathematics - Wikipedia;https://en.wikipedia.org/wiki/Mathematics;wikipedia repeats 60 times.;Elon repeats 0 times.;car repeats 0 times.
Ancient Greek - Wikipedia;https://en.wikipedia.org/wiki/Ancient_Greek;wikipedia repeats 50 times.;Elon repeats 0 times.;car repeats 0 times.
Classical antiquity - Wikipedia;https://en.wikipedia.org/wiki/Classical_antiquity;wikipedia repeats 26 times.;Elon repeats 0 times.;car repeats 0 times.
History - Wikipedia;https://en.wikipedia.org/wiki/History;wikipedia repeats 71 times.;Elon repeats 0 times.;car repeats 0 times.
History - Wikipedia;https://en.wikipedia.org/wiki/History#cite_note-1;wikipedia repeats 71 times.;Elon repeats 0 times.;car repeats 0 times.
George Santayana - Wikipedia;https://en.wikipedia.org/wiki/George_Santayana;wikipedia repeats 112 times.;Elon repeats 0 times.;car repeats 0 times.
George Santayana - Wikipedia;https://en.wikipedia.org/wiki/George_Santayana#cite_note-2;wikipedia repeats 112 times.;Elon repeats 0 times.;car repeats 0 times.
Philosopher - Wikipedia;https://en.wikipedia.org/wiki/Philosopher;wikipedia repeats 48 times.;Elon repeats 0 times.;car repeats 0 times.
Pythagoras - Wikipedia;https://en.wikipedia.org/wiki/Pythagoras;wikipedia repeats 132 times.;Elon repeats 0 times.;car repeats 0 times.
Pythagoras - Wikipedia;https://en.wikipedia.org/wiki/Pythagoras#cite_note-4;wikipedia repeats 132 times.;Elon repeats 0 times.;car repeats 0 times.
Pythagoras - Wikipedia;https://en.wikipedia.org/wiki/Pythagoras#cite_note-6;wikipedia repeats 132 times.;Elon repeats 0 times.;car repeats 0 times.
Ionians - Wikipedia;https://en.wikipedia.org/wiki/Ionians;wikipedia repeats 14 times.;Elon repeats 0 times.;car repeats 0 times.
